Date,TA_F_avg,VPD_F_avg,P_F_sum,SWC,PAR
2017-09-03,21.36270833,0.8382225,0,19.55486111,480.329579
2017-09-04,22.00083333,1.086147017,0,19.13680556,447.8361299
2017-09-05,19.87104167,0.729285835,0,18.78958333,124.7549137
2017-09-06,18.58166667,0.18426623,1.266666667,18.64097222,111.5415371
2017-09-07,19.92104167,0.375046909,0.033333333,18.50208333,293.1330101
2017-09-08,22.14604167,0.629449905,0,18.20625,407.6197403
2017-09-09,21.54583333,0.487611574,0,17.95972222,391.3114528
2017-09-10,20.73625,0.286886673,0,17.75069444,169.9575413
2017-09-11,19.40541667,0.210110015,14.83333333,20.93611111,159.033657
2017-09-12,19.89395833,0.589608462,0,20.48333333,363.0251949
2017-09-13,20.02375,1.076381134,0,19.77152778,491.782862
2017-09-14,19.24104167,0.757658383,0,19.21041667,472.3502292
2017-09-15,20.27458333,0.96754493,0,18.72361111,458.8305264
2017-09-16,19.03833333,0.834448847,0,18.2625,322.8978344
2017-09-17,20.355,0.757825436,0,17.86041667,440.4501488
2017-09-18,19.560625,0.611045058,0,17.50486111,359.0050377
2017-09-19,19.05333333,0.209754972,12.1,18.20694444,153.6799646
2017-09-20,18.25875,0.934717801,0.033333333,19.9125,477.2680193
2017-09-21,17.34333333,0.634220108,0,18.86319444,458.9970992
2017-09-22,18.59791667,0.645705212,0,18.28333333,386.5391839
2017-09-23,19.05333333,0.285117654,0,17.89236111,246.1941195
2017-09-24,20.07229167,0.186277933,0,17.62152778,182.742032
2017-09-25,21.1025,0.503892665,0,17.37569444,351.3883134
2017-09-26,21.848125,0.786341369,0.2,17.03611111,370.2357767
2017-09-27,19.79645833,0.542346925,2.1,16.78472222,197.5980432
2017-09-28,18.0325,0.798564966,0.033333333,16.56527778,421.5225687
2017-09-29,14.685,0.918060247,0,16.21805556,394.9683695
2017-09-30,16.51520833,0.549057395,0,15.94652778,314.8139126
2017-10-01,15.89645833,0.258110176,10.16666667,16.24444444,116.2590842
2017-10-02,18.99375,0.387285589,5.466666667,20.16875,362.1332546
2017-10-03,16.7575,0.484167721,0,18.75,216.8915671
2017-10-04,15.51333333,0.561855925,0,18.06805556,354.8426027
2017-10-05,15.99354167,0.501563446,0,17.55902778,279.3433964
2017-10-06,15.64645833,0.307129094,1.633333333,17.16875,140.1132983
2017-10-07,18.5775,0.302539415,0.033333333,16.96875,336.4617274
2017-10-08,20.566875,0.487780663,0,16.64305556,349.8208997
2017-10-09,20.52708333,0.568690836,0,16.30069444,325.550623
2017-10-10,19.42375,0.267495381,0,16.05972222,111.2150669
2017-10-11,15.41645833,0.162697449,11.16666667,18.51527778,82.00644494
2017-10-12,10.70479167,0.17081196,0.533333333,18.22916667,98.64800933
2017-10-13,9.876729167,0.313204789,0.033333333,17.72916667,307.6367358
2017-10-14,12.59929167,0.732994964,0,17.34097222,353.071712
2017-10-15,13.83666667,0.773104309,0,16.93958333,314.1408434
2017-10-16,14.71166667,0.597918657,0,16.61319444,230.8004224
2017-10-17,14.66458333,0.686872994,0,16.30416667,354.1950172
2017-10-18,14.185,0.434717264,0,16.02430556,116.9289662
2017-10-19,14.918125,0.517121896,0,15.8,307.4915001
2017-10-20,15.14520833,0.567814874,0,15.57847222,341.9918653
2017-10-21,15.33,0.64432424,0,15.35972222,341.5636236
2017-10-22,14.76125,0.780184037,0,15.09722222,317.1499329
2017-10-23,11.91,0.624582832,0,14.87291667,332.2224199
2017-10-24,12.278125,0.556952049,0,14.69375,204.6081235
2017-10-25,12.47783333,0.41127283,0,14.54583333,313.4257911
2017-10-26,12.68958333,0.509403969,0,14.42361111,253.317123
2017-10-27,15.09291667,0.737020918,0,14.26805556,300.4469856
2017-10-28,16.13604167,0.747664544,0,14.12152778,307.2170438
2017-10-29,11.53189583,0.599377062,0,13.99861111,265.8561289
2017-10-30,6.198458333,0.661264826,0,13.86319444,325.2695658
2017-10-31,7.6580625,0.439908961,0,13.78819444,312.1443143
2017-11-01,11.8040625,0.194925175,0,13.68333333,121.1872857
2017-11-02,13.63166667,0.160043712,0,13.60625,106.5977446
2017-11-03,11.21254167,0.247155289,2.833333333,13.76180556,119.038333
2017-11-04,6.5330625,0.380622591,0,13.76875,252.8872575
2017-11-05,6.847145833,0.399237162,0,13.69027778,282.9691477
2017-11-06,8.981041667,0.270638683,0,13.63263889,270.6205145
2017-11-07,11.89233333,0.335834474,0,13.59236111,233.6748663
2017-11-08,13.07289583,0.520948367,0,13.53402778,242.9864103
2017-11-09,8.444208333,0.609387661,0,13.52430556,276.5051744
2017-11-10,9.167,0.468015632,8.651327182,14.04027778,80.25496519
2017-11-11,5.050041667,0.481577058,0,14.94513889,283.4430937
2017-11-12,4.292645833,0.34286669,0,14.67777778,250.3137081
2017-11-13,6.024625,0.324777716,1.341029744,14.54236111,124.3328923
2017-11-14,7.2440625,0.500935373,0.478211282,14.60833333,267.5566195
2017-11-15,2.748208333,0.381998563,0.1,14.49861111,252.8349974
2017-11-16,0.4095625,0.410020891,0,14.42430556,269.5652719
2017-11-17,1.506791667,0.414491487,0.066666667,14.37430556,51.84398443
2017-11-18,-2.166520833,0.285218701,0,14.32569444,277.2129985
2017-11-19,-2.848104167,0.308306079,0,14.26666667,270.7363525
2017-11-20,-0.543083333,0.242153987,0,14.24652778,183.1417741
2017-11-21,-0.6976875,0.210415112,0,14.20625,257.734933
2017-11-22,1.702166667,0.242750534,0.470514872,14.22291667,81.03496265
2017-11-23,0.10875,0.305414109,0,14.17152778,195.1497848
2017-11-24,-1.212645833,0.134765647,2.148726154,14.21805556,179.3642746
2017-11-25,1.3271875,0.14190184,17.81419898,15.24652778,105.9220322
2017-11-26,3.7155,0.178098416,0.837181539,19.43541667,183.1290463
2017-11-27,1.8681875,0.258117608,0,18.50069444,243.3762167
2017-11-28,5.5191875,0.319552201,0,18.07222222,163.5686077
2017-11-29,4.212145833,0.382319367,0.1,17.79444444,241.4855614
2017-11-30,-2.358416667,0.369405291,0,17.55625,238.8299021
2017-12-01,-3.406541667,0.251471976,0,17.38125,238.7375134
2017-12-02,0.154854167,0.210308576,0,17.26875,220.779533
2017-12-03,2.003520833,0.10557993,2.533333333,17.33958333,67.79935156
2017-12-04,-0.894166667,0.212977512,1.4,17.63402778,234.0568253
2017-12-05,-5.6536875,0.236947837,0,17.52638889,239.174727
2017-12-06,-2.546854167,0.110436505,0,17.45069444,169.4872325
2017-12-07,0.152333333,0.167245706,3.066666667,17.78541667,176.0323476
2017-12-08,-4.664270833,0.237695875,0,17.91041667,230.5520712
2017-12-09,-2.259020833,0.234197973,0,17.77361111,186.74278
2017-12-10,0.3235,0.157945503,5.9,17.71944444,70.04243919
2017-12-11,-6.907645833,0.220235912,0,17.63125,232.4740543
2017-12-12,-10.5096875,0.145821492,0,17.52083333,235.4385068
2017-12-13,-9.390375,0.165829549,0,17.43125,237.5565695
2017-12-14,-7.7629375,0.18165285,0,17.35138889,166.6572913
2017-12-15,-4.341375,0.214090607,0,17.28333333,129.8039308
2017-12-16,-5.695520833,0.211958603,0,17.24305556,204.0732412
2017-12-17,-7.736770833,0.210557799,0,17.15,229.6365359
2017-12-18,-3.561916667,0.111780933,1.466666667,17.10625,104.3154944
2017-12-19,-4.317708333,0.240467246,0,17.09097222,228.7742827
2017-12-20,-5.6546875,0.12853224,0,17.02083333,142.74062
2017-12-21,-1.650541667,0.145364711,0.3,17.02291667,224.7644792
2017-12-22,0.220520833,0.179768114,0,17,124.7980614
2017-12-23,4.375229167,0.14976082,0,18.44722222,89.76476451
2017-12-24,2.1491875,0.081252023,12.83333333,20.93541667,33.92972692
2017-12-25,-3.235270833,0.254864078,0,20.97430556,233.0936638
2017-12-26,-3.828354167,0.252239704,0,20.35902778,226.637353
2017-12-27,-7.8576875,0.243533,0,19.91736111,233.5782212
2017-12-28,-4.06775,0.232618711,0,19.65138889,150.8477077
2017-12-29,0.776541667,0.155932351,0,19.52430556,116.4257806
2017-12-30,0.3579375,0.081029005,0.266666667,19.44097222,102.3601469
2017-12-31,-0.521895833,0.251031624,1.433333333,19.37361111,234.7528163
2018-01-01,-1.758729167,0.335696495,0.033333333,19.30069444,213.2124793
2018-01-02,-2.132166667,0.275511462,0,19.21875,175.0797113
2018-01-03,-4.974145833,0.261550871,0,19.10277778,232.9247627
2018-01-04,-5.70825,0.219882147,0,18.97847222,189.9851306
2018-01-05,-4.01525,0.210703964,0,18.88541667,208.2562269
2018-01-06,-2.989916667,0.281067635,0,18.76875,235.4960165
2018-01-07,-2.164979167,0.277509698,0,18.66875,147.6861565
2018-01-08,-0.013770833,0.224897121,0,18.67291667,94.4770152
2018-01-09,-4.6389375,0.163193123,0.033333333,18.69444444,171.3990275
2018-01-10,-7.826104167,0.151126332,0,18.63541667,211.1757384
2018-01-11,-11.79166667,0.12441156,0,18.525,245.3749203
2018-01-12,-12.01027083,0.144255532,0,18.34861111,256.2163632
2018-01-13,-7.0445625,0.064771673,0,18.25277778,68.42614545
2018-01-14,-1.881916667,0.120766108,0.466666667,18.19930556,194.1454762
2018-01-15,4.2739375,0.286559985,0.433333333,18.44722222,203.2739642
2018-01-16,2.344166667,0.27102246,0,18.77847222,91.58389151
2018-01-17,3.176770833,0.110637004,1.333333333,19.04027778,116.5272858
2018-01-18,1.730166667,0.256668275,0,19.20138889,147.1148244
2018-01-19,0.266625,0.382607887,0,19.15694444,238.0653757
2018-01-20,0.540291667,0.217340407,0,19.10486111,144.3133854
2018-01-21,0.23125,0.391163561,0,19.03888889,223.2705335
2018-01-22,-0.317541667,0.247729177,0.166666667,18.96319444,102.4858941
2018-01-23,-11.28545833,0.149363121,0,18.81875,266.3314944
2018-01-24,-15.10854167,0.138890953,0,18.67083333,286.1260311
2018-01-25,-14.99416667,0.128235676,0,18.42847222,268.4720094
2018-01-26,-15.62020833,0.124498191,0,18.06180556,286.3955447
2018-01-27,-11.71527083,0.163602849,0,17.69236111,277.8643016
2018-01-28,-6.6298125,0.247972621,0,17.48263889,252.6676188
2018-01-29,-9.2285625,0.197804666,0,17.21736111,283.7592191
2018-01-30,-7.1111875,0.161027659,0,16.90486111,237.2757792
2018-01-31,-2.2755625,0.25325884,0.2,16.89930556,158.9749478
2018-02-01,-4.102479167,0.289402398,0,16.90555556,294.225185
2018-02-02,-3.160125,0.296143354,0,16.83194444,282.9588982
2018-02-03,-7.123041667,0.175982092,0,16.78680556,304.0097336
2018-02-04,-10.51835417,0.167372111,0,16.51180556,299.5908845
2018-02-05,-10.24102083,0.186410312,0,16.09583333,315.1061402
2018-02-06,-11.208125,0.169375336,0,15.64652778,313.13644
2018-02-07,-9.6439375,0.18460668,0,15.20138889,303.8330063
2018-02-08,-5.245145833,0.256222428,0,14.90416667,288.6261336
2018-02-09,-0.733270833,0.355395181,0,14.83472222,139.7332683
2018-02-10,-0.556666667,0.286480361,0,14.95902778,246.709383
2018-02-11,-7.036229167,0.201154905,0,14.98611111,248.3689661
2018-02-12,-7.348645833,0.200274396,0.033333333,14.93402778,251.8323607
2018-02-13,-3.1931875,0.16965078,1.066666667,14.95277778,242.8273511
2018-02-14,2.1565625,0.29101839,0,15.08958333,119.6621633
2018-02-15,-0.783854167,0.421462539,0,15.24236111,333.3728441
2018-02-16,-1.800958333,0.308523649,0,15.31458333,307.1774864
2018-02-17,-4.014166667,0.325707926,0,15.39861111,354.8862238
2018-02-18,-1.427583333,0.394618882,0,15.40277778,237.6553149
2018-02-19,1.589083333,0.407099434,0,15.50625,248.6241768
2018-02-20,0.763416667,0.357160303,0,15.6375,301.3040532
2018-02-21,-1.580583333,0.412292001,0,15.76388889,320.8505545
2018-02-22,-1.054708333,0.236899648,0,15.87638889,210.6897373
2018-02-23,2.589104167,0.113354653,2.166666667,16.20347222,176.5591867
2018-02-24,3.091916667,0.384866698,0,16.66180556,274.6449965
2018-02-25,1.4456875,0.453877081,0,16.93888889,317.089676
2018-02-26,2.0854375,0.445042463,0,17.18263889,371.513533
2018-02-27,3.0649375,0.402795364,0,17.39513889,77.6902866
2018-02-28,4.573854167,0.220385525,28.5,19.29375,36.92565407
2018-03-01,-0.368684278,0.208147725,2.266666667,22.925,358.255831
2018-03-02,-1.557473027,0.322808079,0,22.23333333,366.4258358
2018-03-03,5.520669539,0.566342893,0,22.48680556,367.8230439
2018-03-04,8.194881434,0.132453763,9.630828717,22.59791667,140.1064686
2018-03-05,3.868732551,0.235494207,11.28981342,24.84861111,257.3970052
2018-03-06,2.594592811,0.325870639,0,23.31805556,383.3407307
2018-03-07,4.485684569,0.36910971,1.312825685,22.75555556,165.5927426
2018-03-08,3.367399708,0.139980328,6.346192641,23.23958333,152.8038167
2018-03-09,3.74263815,0.231107554,0,23.00763889,209.4296653
2018-03-10,3.007022195,0.234225056,0.033333333,22.58055556,266.6219481
2018-03-11,5.685704536,0.430416679,0,22.30833333,383.7367739
2018-03-12,6.070811215,0.503221876,0,22.09236111,355.2901066
2018-03-13,9.689310297,0.536227295,0,21.93611111,326.1593633
2018-03-14,14.37360828,0.714531212,0,21.78958333,340.1928522
2018-03-15,11.40725888,0.087061268,31.92581948,24.55069444,129.5596244
2018-03-16,5.407481826,0.397376098,0.189746176,23.83819444,392.0473939
2018-03-17,4.980986488,0.451080462,0,23.10833333,420.9838528
2018-03-18,7.395674478,0.434765785,0.723079509,22.67291667,142.4111174
2018-03-19,6.92843609,0.217138944,4.966700289,22.79930556,143.7750207
2018-03-20,4.394135073,0.491646183,0,22.59027778,302.0780881
2018-03-21,1.616870095,0.223672873,0.746159019,22.31805556,145.9283761
2018-03-22,4.468629193,0.343955954,0.2,22.12013889,430.5567871
2018-03-23,5.02726664,0.382206929,0,21.81458333,385.7412132
2018-03-24,6.700287922,0.402934169,0,21.63125,287.7677236
2018-03-25,8.0679375,0.322037314,0,21.45208333,419.1413451
2018-03-26,10.80304167,0.412357471,0,21.34027778,456.6972661
2018-03-27,12.53645833,0.485234869,0,21.23958333,398.4742397
2018-03-28,13.755625,0.522444431,0,21.14305556,406.9594953
2018-03-29,14.56,0.456935338,0,21.04861111,357.5049766
2018-03-30,13.59541667,0.733216266,0,20.95277778,451.8168274
2018-03-31,13.28708333,0.635832108,0,20.85972222,434.1633807
2018-04-01,13.78583333,0.452949346,0.133333333,20.77777778,155.9959725
2018-04-02,16.93479167,0.493918105,0,20.71388889,299.8363238
2018-04-03,17.18,0.489302249,0,20.65208333,296.9034522
2018-04-04,11.16770833,0.237641176,14.63333333,22.75972222,153.3134565
2018-04-05,6.309761549,0.058017543,18.31027064,23.61111111,38.7164566
2018-04-06,6.173084103,0.227689443,7.707749207,24.54027778,364.5831487
2018-04-07,2.614625,0.343496272,0.166666667,23.30416667,424.1696167
2018-04-08,3.484041667,0.290569295,1.9,22.65694444,246.6689721
2018-04-09,6.529020833,0.316966203,0.033333333,22.38263889,476.3881554
2018-04-10,14.55229167,0.909431284,2.7,22.09930556,447.752293
2018-04-11,12.1525,0.665264507,0,22.08263889,552.6638777
2018-04-12,11.98854167,0.957546175,0,21.78263889,547.6641845
2018-04-13,12.762625,1.114648433,0,21.52152778,306.7664782
2018-04-14,7.730083333,0.216810441,14.96666667,22.6875,56.00168551
2018-04-15,8.149333333,0.270815142,0,22.84583333,418.2350678
2018-04-16,10.14204167,0.538443124,0,22.36944444,563.6563481
2018-04-17,11.98514583,0.786450382,0,22.01736111,475.9645427
2018-04-18,12.29145833,0.918823639,0,21.80277778,561.7375775
2018-04-19,13.46975,0.906106415,0,21.62708333,530.7435803
2018-04-20,18.24229167,1.113267516,0,21.40069444,525.0951851
2018-04-21,19.22145833,1.542729498,0,20.91944444,582.4282924
2018-04-22,15.97666667,0.788435889,1.966666667,20.28680556,159.8999716
2018-04-23,8.57025,0.043679614,81.36666667,26.80972222,26.53922825
2018-04-24,10.79291667,0.415365224,3.7,26.57152778,229.6805661
2018-04-25,14.03520833,1.091067644,0,24.40972222,574.8315447
2018-04-26,14.519375,0.843644189,0,23.11944444,494.4146678
2018-04-27,14.07604167,0.745260784,0,22.44305556,511.9469123
2018-04-28,14.83375,0.861643134,0,21.96875,584.8641799
2018-04-29,15.10666667,0.953917666,0,21.56388889,529.7564869
2018-04-30,17.32791667,0.784756095,0,21.2125,506.3313715
2018-05-01,19.05666667,0.455948857,0,20.925,354.9914209
2018-05-02,15.08291667,0.115421794,8.7,21.27013889,80.84085163
2018-05-03,9.886625,0.350048416,4.3,21.86666667,419.9454048
2018-05-04,13.08854167,0.80998356,0,21.80833333,615.1195008
2018-05-05,16.22270833,0.908734119,0,21.33333333,472.7686945
2018-05-06,14.79958333,0.089068782,28.26666667,23.90694444,87.37403245
2018-05-07,17.57416667,0.609554196,0,23.06111111,387.7171205
2018-05-08,15.49458333,0.637532892,0,22.16597222,392.9987893
2018-05-09,13.69229167,0.668024666,0,21.67222222,608.8760147
2018-05-10,14.96443615,0.529820884,0,21.31597222,619.7957847
2018-05-11,15.37916177,0.544087403,0,21.01736111,370.4743956
2018-05-12,13.56221209,0.209438607,37.54639438,23.45,191.2020621
2018-05-13,16.20850117,0.157950107,1.458984704,24.34375,402.6921034
2018-05-14,16.96820139,0.286464859,0,22.94791667,432.4171743
2018-05-15,19.78542301,0.766125017,0,22.17847222,446.9446286
2018-05-16,20.22111735,0.080267511,32.8156329,23.69097222,202.3053237
2018-05-17,20.68112649,0,44.26443103,27.14930556,191.4082077
2018-05-18,16.36580268,0.020899663,9.576987735,27.53402778,203.2801141
2018-05-19,16.24063012,0.748020726,0,24.78333333,619.1499012
2018-05-20,15.47081891,1.035834849,0,23.05,241.2094796
2018-05-21,15.71750931,0.835846631,0,22.22361111,510.5109612
2018-05-22,17.03212363,0.39733762,7.49235166,21.81527778,340.0900321
2018-05-23,17.96317989,0.660395308,9.91289293,23.87013889,625.3755137
2018-05-24,17.35691069,0.984778901,0,22.71041667,626.4265679
2018-05-25,18.26631448,1.103260658,0,22.03680556,563.344607
2018-05-26,19.65479445,1.139360597,0,21.53541667,600.0886879
2018-05-27,18.97479167,0.830039326,0,21.12986111,351.8980502
2018-05-28,20.45666667,0.959673943,0,20.79305556,627.0585321
2018-05-29,20.13333333,0.592019829,6.7,20.49861111,369.3364931
2018-05-30,18.03479167,0.371214828,1.966666667,21.27083333,381.6624111
2018-05-31,18.67333333,0.571706827,0,21.01875,635.7359521
2018-06-01,22.778125,1.126275643,0,20.59513889,625.2694332
2018-06-02,22.29958333,1.398158497,0,20.14861111,631.7207594
2018-06-03,22.22604167,1.490329918,0,19.67569444,578.2324624
2018-06-04,21.35041667,1.143494939,0,19.21319444,493.7959929
2018-06-05,22.183125,0.990781815,0,18.75555556,589.0505392
2018-06-06,22.22291667,0.858469474,0,18.29583333,571.2659697
2018-06-07,21.53979167,0.698239155,0,17.88055556,613.2671407
2018-06-08,20.03166667,0.503412496,0,17.50486111,476.9930661
2018-06-09,21.49645833,0.725604335,0,17.14652778,465.3478268
2018-06-10,19.40270833,0.699941655,0.033333333,16.78611111,310.5503775
2018-06-11,18.76041667,0.626727685,0.033333333,16.45555556,376.6051456
2018-06-12,19.32708333,0.572750527,2.8,16.36527778,526.4738715
2018-06-13,20.58291667,0.596882094,0,16.13472222,445.4431939
2018-06-14,19.974375,0.55747133,0.066666667,15.84027778,306.0979629
2018-06-15,18.94958333,0.63030936,2.8,15.72986111,578.9889749
2018-06-16,19.76104167,0.857964705,0,15.39791667,653.9750623
2018-06-17,20.73291667,0.562069933,0,15.07291667,360.9913056
2018-06-18,23.41125,0.916685349,0,14.76388889,487.5492052
2018-06-19,20.84208333,0.710958365,0,14.41319444,357.3473707
2018-06-20,21.17416667,0.605024879,0,14.10694444,517.7103245
2018-06-21,21.93625,0.888767598,0,13.76111111,632.7362682
2018-06-22,23.53833333,1.432941436,0,13.38263889,636.0599368
2018-06-23,22.89083333,1.250797267,0,12.99791667,511.7808878
2018-06-24,23.62729167,0.863232318,0,12.68958333,586.1890698
2018-06-25,24.72125,1.029064394,0,12.4,471.3566954
2018-06-26,21.45416667,0.296716753,77.96666667,19.94652778,28.57579473
2018-06-27,21.41375,0.192721259,0.233333333,22.42152778,302.4509346
2018-06-28,21.58354167,0.043631002,10.4,21.84722222,170.8664074
2018-06-29,22.98604167,0.309266708,0.6,22.20208333,447.3338221
2018-06-30,23.31125,0.170502753,3.366666667,21.65902778,249.822531
2018-07-01,20.66229167,0,80.26666667,25.89930556,34.34572832
2018-07-02,21.173125,0,57.13333333,30.74652778,86.76870553
2018-07-03,25.06895833,0.498146191,2.633333333,26.88194444,488.7909996
2018-07-04,25.70541667,0.711864808,0.166666667,24.52361111,501.7967576
2018-07-05,23.32416667,0.337623263,20.83333333,23.13541667,321.2358572
2018-07-06,21.756875,0.726772015,0.066666667,22.37708333,359.1100842
2018-07-07,21.346875,0.903492955,0,21.54513889,631.3042306
2018-07-08,20.02333333,0.779238967,0,20.94513889,577.9106932
2018-07-09,19.1825,0.184795102,12.93333333,21.14305556,83.60097978
2018-07-10,22.238125,0.167452455,10.86666667,23.88402778,179.9400564
2018-07-11,25.37020833,0.291659187,3.266666667,22.67083333,221.5958415
2018-07-12,26.113125,0.495572232,0,22.1375,328.162001
2018-07-13,26.01666667,0.597109538,0,21.55347222,355.3797691
2018-07-14,26.32770833,0.704567056,0,21.05972222,427.0342001
2018-07-15,26.92354167,0.935425719,0,20.58125,500.6632344
2018-07-16,27.31229167,1.034748802,0,20.09583333,601.7349761
2018-07-17,26.389375,0.948963805,0,19.58541667,532.1595788
2018-07-18,26.605,0.923520814,0,19.12083333,533.8274337
2018-07-19,26.9425,0.979047392,0,18.62916667,588.2235087
2018-07-20,27.56145833,0.920583102,0,18.1375,529.1213235
2018-07-21,28.84125,1.444782927,0,17.61111111,585.6424281
2018-07-22,29.19979167,1.445099359,0,16.9875,563.0321679
2018-07-23,29.73395833,1.481695546,0,16.35694444,498.0909933
2018-07-24,29.585,1.075188363,0,15.87916667,563.2914386
2018-07-25,28.213125,0.843238678,0,15.44305556,406.2227487
2018-07-26,27.991875,0.728374878,0,15.05347222,411.3510797
2018-07-27,28.948125,0.722612024,0,14.69097222,413.4694778
2018-07-28,28.095,0.51482945,0.2,14.33055556,315.1851531
2018-07-29,29.084375,1.353131852,0,13.9875,570.0833753
2018-07-30,29.21958333,1.579301346,0,13.50694444,529.4000966
2018-07-31,29.6575,1.637429622,0,13.07222222,600.1869944
2018-08-01,31.18708333,1.574721824,0,12.65138889,595.1301032
2018-08-02,31.378125,1.787048833,0,12.22986111,560.0359324
2018-08-03,30.93833333,1.358776683,0,11.83958333,544.440289
2018-08-04,29.05458333,1.047081124,0,11.49027778,444.538677
2018-08-05,27.58770833,0.479596243,0.5,11.27430556,337.6949542
2018-08-06,27.42229167,0.281812063,34.33333333,13.76319444,351.3393654
2018-08-07,28.14583333,0.833729769,0,17.57569444,365.2294578
2018-08-08,28.82604167,0.874675453,0,15.83414724,528.2618139
2018-08-09,26.67708333,0.298092804,29.46666667,18.03927315,282.3604705
2018-08-10,27.87291667,0.701172747,0.033333333,20.17340909,517.5452716
2018-08-11,27.3375,0.821618788,0,18.2019585,498.0166855
2018-08-12,27.955625,1.011281802,0.666666667,17.03506088,528.6636692
2018-08-13,28.513125,0.699880613,2.333333333,16.3074137,410.3575703
2018-08-14,29.75604167,1.213969622,0,15.62117733,454.6166314
2018-08-15,29.83354167,1.408680693,0,14.93937784,535.0244889
2018-08-16,27.05479167,1.183516603,0,14.35518955,473.1657616
2018-08-17,23.89541667,1.364099451,0,13.94590147,591.7325171
2018-08-18,23.48958333,1.214857483,0,13.50277778,557.2369632
2018-08-19,25.01833333,1.244701142,0,12.96180556,463.8175265
2018-08-20,25.89395833,0.932447138,0,12.48611111,384.2792269
2018-08-21,24.28208333,0.37592452,2.466666667,12.60277778,219.8019344
2018-08-22,27.84520833,1.000623139,0,12.16666667,537.2454833
2018-08-23,28.10395833,1.231400794,0.466666667,11.67916667,178.2815566
2018-08-24,23.455625,0.067984022,37.66666667,19.175,107.6741086
2018-08-25,22.90291667,0.237909774,0,18.25763889,209.0466405
2018-08-26,19.429375,0.135352845,4,17.68194444,164.2415762
2018-08-27,20.4275,0,54.13333333,24.20069444,87.2797208
2018-08-28,22.06458333,0,98.93333333,27.5375,39.43196588
2018-08-29,24.1275,0.190712562,6.133333333,25.69722222,174.0104569
2018-08-30,25.16375,0.210864201,3.7,24.37777778,271.9680251
2018-08-31,23.14895833,0.483539419,1.266666667,22.76319444,340.1733716
2018-09-01,22.851875,0.662233903,0,21.69027778,475.1077738
2018-09-02,22.00479167,0.715723856,0,20.87847222,459.7080588
2018-09-03,22.11125,0.115990524,24.46666667,21.51458333,115.5483386
2018-09-04,22.17629471,0.625750507,1.533333333,23.17777778,475.8642985
2018-09-05,22.03210871,0.821908114,0,21.51805556,479.0502842
2018-09-06,21.7738763,0.219652061,0,20.84097222,167.0803351
2018-09-07,20.32375,0.742237914,3.4,20.91458333,362.2013631
2018-09-08,19.88104167,1.026006542,0,20.36805556,523.1165725
2018-09-09,20.253125,0.949173541,0,19.86180556,498.9981865
2018-09-10,20.43208333,0.886721916,0,19.41111111,444.5741509
2018-09-11,18.90958333,0.8513081,0,18.99444444,426.3827007
2018-09-12,20.04791667,0.801284521,0,18.61388889,447.295983
2018-09-13,20.81729167,0.501178605,0,18.27083333,291.7149538
2018-09-14,21.17125,0.45033793,0,17.99305556,186.2831782
2018-09-15,19.70166667,0,8.533333333,18.57708333,97.1455757
2018-09-16,20.66270833,0.144984007,1.166666667,19.1,165.1664103
2018-09-17,21.03479167,0.656504815,0,18.89097222,471.7951941
2018-09-18,19.83583333,0.629481488,0,18.52083333,342.2133772
2018-09-19,19.485625,0.567358656,0.933333333,18.19861111,225.6664137
2018-09-20,17.08229167,0.032684992,14.3,19.32013889,43.52021784
2018-09-21,17.64520833,0.057291777,32.93333333,23.51111111,83.34664731
2018-09-22,19.44895833,0.648379796,3.666666667,22.52361111,435.3282362
2018-09-23,17.103125,0.615558477,0,21.60208333,259.7173114
2018-09-24,16.42979167,0.858699235,0,20.98125,450.6849541
2018-09-25,15.638125,0.65915361,0,20.51458333,463.1237097
2018-09-26,16.99895833,0.750609387,0,20.10902778,343.1136401
2018-09-27,17.10541667,0.7928154,0,19.72291667,412.9460487
2018-09-28,15.64645833,0.565809544,0,19.65972222,211.6898761
2018-09-29,18.39916667,0.661226734,0,19.41319444,435.1407223
2018-09-30,16.45770833,0.620705145,0,19.13888889,375.8759946
2018-10-01,13.87645833,0.596246877,0.166666667,18.85347222,299.3495467
2018-10-02,14.10166667,0.478717196,0,18.60763889,360.0384891
2018-10-03,15.30083333,0.525912129,0,18.36736111,418.6658536
2018-10-04,17.51604167,0.668191239,0,18.10486111,412.850262
2018-10-05,16.04645833,0.202500791,26.23333333,19.78541667,49.40484755
2018-10-06,17.14604167,0.212196799,82.76666667,27.02847222,125.0606388
2018-10-07,16.03979167,0.530802947,0.033333333,24.67986111,378.6158437
2018-10-08,13.23854167,0.770801388,0,22.83888889,310.597535
2018-10-09,13.11145833,0.520026288,0,21.9375,206.4252635
2018-10-10,11.81395833,0.472768834,4.733333333,22.02638889,385.815206
2018-10-11,8.759625,0.522073464,0,21.59305556,393.1300182
2018-10-12,9.5046875,0.468355415,0.533333333,21.20208333,395.5101841
2018-10-13,10.74639583,0.441290602,0,20.90138889,386.3414803
2018-10-14,11.62560417,0.416992367,0,20.625,347.7605064
2018-10-15,13.36083333,0.28633065,0,20.39930556,228.1155838
2018-10-16,12.7778125,0.408446369,0,20.19722222,261.1060946
2018-10-17,11.40020833,0.401172558,0,19.99652778,332.5443207
2018-10-18,9.844833333,0.248935437,4.4,19.96527778,229.7492104
2018-10-19,12.20083333,0.618099378,0.033333333,20.24236111,371.7020082
2018-10-20,12.2441875,0.567961737,0,20.02777778,357.5971543
